Carcass Drop,Habitat,Flood,Season,Site,site_R,Date,Days since laid,Event,Number Scavenging,Number in Frame,Max Group Size Till Scavenging,Time_till_scav_value_mins
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1596, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1597, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1598, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1599, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1600, S.0, R.1,1,0.116666667
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1601,1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1602, S.1, R.1,2,0.083333333
3SD,CL,AF,Cool,9,3SD9,22/06/2019,9,1603, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1604, S.2, R.2,2,3.283333333
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1605, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1606, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1607, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1608, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1609, S.0, R.1,1,0.116666667
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1610, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1611, S.0, R.1,1,5.75
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1612, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1613, S.0, R.1,1,0.116666667
3SD,CL,AF,Cool,9,3SD9,23/06/2019,10,1614, S.1, R.2,2,0.05
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1615, S.2, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1616, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1617, S.2, R.2,2,6.35
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1618, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1619, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1620, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1621, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1622, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1623, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1624, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,24/06/2019,11,1625,0,1,1,0.1
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1626, S.2, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1627, S.0, R.1,1,0.133333333
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1628, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1629, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1630, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1631, S.1, R.1,1,6.233333333
3SD,CL,AF,Cool,9,3SD9,25/06/2019,12,1632, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1633, S.1, R.1,1,0.133333333
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1634, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1635, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1636, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1637, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1638, S.1, R.2,2,0.05
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1639, S.1, R.1,2,0.033333333
3SD,CL,AF,Cool,9,3SD9,26/06/2019,13,1640, S.0, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,27/06/2019,14,1641, S.1, R.1,1,0.85
3SD,CL,AF,Cool,9,3SD9,27/06/2019,14,1642, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,27/06/2019,14,1643, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,27/06/2019,14,1644, S.0, R.1,1,0.583333333
3SD,CL,AF,Cool,9,3SD9,29/06/2019,16,1645, S.1, R.1,1,0.1
3SD,CL,AF,Cool,9,3SD9,29/06/2019,16,1646, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,29/06/2019,16,1647, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,30/06/2019,17,1648, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,9,3SD9,30/06/2019,17,1649, S.0, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,1/07/2019,18,1650, S.1, R.1,1,0.35
3SD,CL,AF,Cool,9,3SD9,1/07/2019,18,1651, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,9,3SD9,1/07/2019,18,1652, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,1/07/2019,18,1653, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,1/07/2019,18,1654, S.1, R.1,1,0.116666667
3SD,CL,AF,Cool,9,3SD9,2/07/2019,19,1655, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,2/07/2019,19,1656, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,9,3SD9,2/07/2019,19,1657, S.0, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,3/07/2019,20,1658, S.0, R.1,1,0.333333333
3SD,CL,AF,Cool,9,3SD9,3/07/2019,20,1659, S.0, R.1,1,0.133333333
3SD,CL,AF,Cool,9,3SD9,3/07/2019,20,1660, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,9,3SD9,4/07/2019,21,1661, S.0, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,5/07/2019,22,1662, S.0, R.1,1,0.016666667
3SD,CL,AF,Cool,9,3SD9,7/07/2019,24,1663, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,7/07/2019,24,1664, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,9/07/2019,26,1665, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,11/07/2019,28,1666, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,17/07/2019,34,1667, S.0, R.2,2,0.133333333
3SD,CL,AF,Cool,9,3SD9,17/07/2019,34,1668, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,17/07/2019,34,1669, S.0, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,17/07/2019,34,1670, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,9,3SD9,22/07/2019,39,1671, S.1, R.2,2,0.1
3SD,CL,AF,Cool,9,3SD9,2/08/2019,50,1672, S.1, R.1,1,13.76666667
3SD,CL,AF,Cool,9,3SD9,2/08/2019,50,1673, S.1, R.1,1,0.05
3SD,CL,AF,Cool,9,3SD9,4/08/2019,52,1674, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,9,3SD9,6/08/2019,54,1675, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,9,3SD9,9/08/2019,57,1676, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,17/08/2019,65,1677, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,9,3SD9,18/08/2019,66,1678, S.1, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,21/08/2019,69,1679, S.1, R.2,2,0
3SD,CL,AF,Cool,9,3SD9,5/09/2019,84,1680, S.0, R.1,1,0
3SD,CL,AF,Cool,9,3SD9,14/09/2019,93,1681, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,10,3SD10,16/06/2019,3,1682, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,16/06/2019,3,1683, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,17/06/2019,4,1684, S.1, R.1,1,0.566666667
3SD,CL,AF,Cool,10,3SD10,17/06/2019,4,1685, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,10,3SD10,20/06/2019,7,1686, S.1, R.1,1,7.716666667
3SD,CL,AF,Cool,10,3SD10,21/06/2019,8,1687, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,21/06/2019,8,1688, S.0, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,21/06/2019,8,1689, S.1, R.2,2,0.133333333
3SD,CL,AF,Cool,10,3SD10,22/06/2019,9,1690, S.1, R.2,2,0.033333333
3SD,CL,AF,Cool,10,3SD10,22/06/2019,9,1691, S.0, R.1,1,0.15
3SD,CL,AF,Cool,10,3SD10,22/06/2019,9,1692, S.6, R.7,7,0
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1693, S.5, R.6,6,0
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1694, S.1, R.2,2,0.05
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1695, S.2, R.4,4,0
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1696, S.3, R.3,3,0
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1697, S.1, R.1,1,3.516666667
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1698, S.5, R.7,7,0
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1699, S.1, R.1,1,0.116666667
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1700, S.5, R.7,7,0
3SD,CL,AF,Cool,10,3SD10,23/06/2019,10,1701, S.0, R.1,1,0.15
3SD,CL,AF,Cool,10,3SD10,24/06/2019,11,1702, S.2, R.3,3,0.05
3SD,CL,AF,Cool,10,3SD10,24/06/2019,11,1703, S.3, R.3,3,0
3SD,CL,AF,Cool,10,3SD10,24/06/2019,11,1704, S.1, R.3,3,0
3SD,CL,AF,Cool,10,3SD10,25/06/2019,12,1705, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,25/06/2019,12,1706, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,25/06/2019,12,1707, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,10,3SD10,25/06/2019,12,1708, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,10,3SD10,26/06/2019,13,1709, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,26/06/2019,13,1710, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,10,3SD10,26/06/2019,13,1711, S.0, R.1,1,0.15
3SD,CL,AF,Cool,10,3SD10,29/06/2019,16,1712, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,29/06/2019,16,1713, S.1, R.1,1,0.15
3SD,CL,AF,Cool,10,3SD10,1/07/2019,18,1714, S.1, R.1,1,0.133333333
3SD,CL,AF,Cool,10,3SD10,1/07/2019,18,1715, S.0, R.1,1,0.016666667
3SD,CL,AF,Cool,10,3SD10,2/07/2019,19,1716, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,10,3SD10,2/07/2019,19,1717, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,10,3SD10,2/07/2019,19,1718, S.1, R.3,3,0.016666667
3SD,CL,AF,Cool,10,3SD10,2/07/2019,19,1719, S.2, R.3,3,0.016666667
3SD,CL,AF,Cool,10,3SD10,2/07/2019,19,1720, S.2, R.3,3,0
3SD,CL,AF,Cool,10,3SD10,3/07/2019,20,1721, S.1, R.3,4,0.083333333
3SD,CL,AF,Cool,10,3SD10,3/07/2019,20,1722, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,3/07/2019,20,1723, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,10,3SD10,3/07/2019,20,1724, S.1, R.1,1,0.05
3SD,CL,AF,Cool,10,3SD10,5/07/2019,22,1725, S.0, R.1,1,0.066666667
3SD,CL,AF,Cool,10,3SD10,5/07/2019,22,1726, S.1, R.3,3,0.05
3SD,CL,AF,Cool,10,3SD10,5/07/2019,22,1727,0,1,1,0
3SD,CL,AF,Cool,10,3SD10,7/07/2019,24,1728, S.0, R.1,1,0.15
3SD,CL,AF,Cool,10,3SD10,7/07/2019,24,1729, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,8/07/2019,25,1730, S.1, R.2,2,0.133333333
3SD,CL,AF,Cool,10,3SD10,9/07/2019,26,1731, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,9/07/2019,26,1732, S.1, R.3,3,0.016666667
3SD,CL,AF,Cool,10,3SD10,9/07/2019,26,1733, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,9/07/2019,26,1734, S.3, R.4,4,0
3SD,CL,AF,Cool,10,3SD10,9/07/2019,26,1735, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,10/07/2019,27,1736, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,10/07/2019,27,1737, S.2, R.2,2,0.033333333
3SD,CL,AF,Cool,10,3SD10,10/07/2019,27,1738, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,10,3SD10,11/07/2019,28,1739, S.1, R.2,2,0
3SD,CL,AF,Cool,10,3SD10,11/07/2019,28,1740, S.2, R.3,3,0
3SD,CL,AF,Cool,10,3SD10,11/07/2019,28,1741, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,10,3SD10,12/07/2019,29,1742, S.1, R.1,1,0
3SD,CL,AF,Cool,10,3SD10,12/07/2019,29,1743, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,10,3SD10,12/07/2019,29,1744, S.0, R.2,2,0.116666667
3SD,CL,AF,Cool,10,3SD10,27/08/2019,75,1745, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,14/06/2019,1,2510, S.1, R.2,2,2.2
3SD,OP,AF,Cool,20,3SD20,14/06/2019,1,2511, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,14/06/2019,1,2512, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,14/06/2019,1,2513, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,14/06/2019,1,2514, S.2, R.2,2,0
3SD,OP,AF,Cool,20,3SD20,14/06/2019,1,2515, S.1, R.2,2,1.983333333
3SD,OP,AF,Cool,20,3SD20,15/06/2019,2,2516, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,15/06/2019,2,2517, S.1, R.2,2,1.3
3SD,OP,AF,Cool,20,3SD20,15/06/2019,2,2518,1,2,2,0.8
3SD,OP,AF,Cool,20,3SD20,15/06/2019,2,2519, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,15/06/2019,2,2520, S.0, R.1,1,0.116666667
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2521, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2522, S.0, R.1,1,1.366666667
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2523, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2524, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2525, S.1, R.2,2,0.566666667
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2526, S.0, R.1,1,0.133333333
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2527, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,16/06/2019,3,2528, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,17/06/2019,4,2529, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,17/06/2019,4,2530, S.1, R.1,1,11.26666667
3SD,OP,AF,Cool,20,3SD20,17/06/2019,4,2531, S.1, R.2,2,0
3SD,OP,AF,Cool,20,3SD20,17/06/2019,4,2532, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,17/06/2019,4,2533, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,18/06/2019,5,2534, S.1, R.2,2,1.033333333
3SD,OP,AF,Cool,20,3SD20,18/06/2019,5,2535, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,20,3SD20,18/06/2019,5,2536, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,19/06/2019,6,2537, S.1, R.2,2,0.016666667
3SD,OP,AF,Cool,20,3SD20,19/06/2019,6,2538, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,20/06/2019,7,2539, S.1, R.1,1,6.083333333
3SD,OP,AF,Cool,20,3SD20,20/06/2019,7,2540, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,20/06/2019,7,2541,0,1,1,0.116666667
3SD,OP,AF,Cool,20,3SD20,20/06/2019,7,2542, S.1, R.1,1,5.116666667
3SD,OP,AF,Cool,20,3SD20,20/06/2019,7,2543,1,1,1,0.15
3SD,OP,AF,Cool,20,3SD20,21/06/2019,8,2544, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,21/06/2019,8,2545, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,21/06/2019,8,2546, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,21/06/2019,8,2547, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,22/06/2019,9,2548, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,22/06/2019,9,2549, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,22/06/2019,9,2550, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,22/06/2019,9,2551, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,22/06/2019,9,2552, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,20,3SD20,22/06/2019,9,2553, S.1, R.2,2,0
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2554, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2555, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2556, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2557, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2558, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2559, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2560, S.1, R.1,1,3.55
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2561, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2562, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,23/06/2019,10,2563, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2564, S.1, R.1,1,7.066666667
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2565, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2566, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2567, S.1, R.1,1,0.216666667
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2568, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2569, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2570, S.1, R.1,1,0.9
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2571, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2572, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2573,1,1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,24/06/2019,11,2574, S.1, R.1,1,0.533333333
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2575, S.0, R.1,1,0.1
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2576, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2577, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2578, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2579, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2580, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,25/06/2019,12,2581, S.1, R.1,1,5.766666667
3SD,OP,AF,Cool,20,3SD20,26/06/2019,13,2582, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,26/06/2019,13,2583, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,26/06/2019,13,2584, S.0, R.1,1,0.116666667
3SD,OP,AF,Cool,20,3SD20,26/06/2019,13,2585, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2586, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2587, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2588, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2589, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2590, S.1, R.1,1,0.1
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2591, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2592, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,27/06/2019,14,2593, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,28/06/2019,15,2594, S.1,R.1,1,0
3SD,OP,AF,Cool,20,3SD20,28/06/2019,15,2595, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,28/06/2019,15,2596, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,28/06/2019,15,2597, S.0, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,28/06/2019,15,2598, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,29/06/2019,16,2599, S.1, R.1,1,0.25
3SD,OP,AF,Cool,20,3SD20,30/06/2019,17,2600, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,30/06/2019,17,2601, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,30/06/2019,17,2602, S.1, R.1,1,0.466666667
3SD,OP,AF,Cool,20,3SD20,1/07/2019,18,2603, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,1/07/2019,18,2604, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,1/07/2019,18,2605, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,1/07/2019,18,2606, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,1/07/2019,18,2607, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,1/07/2019,18,2608, S.1, R.1,1,0.85
3SD,OP,AF,Cool,20,3SD20,2/07/2019,19,2609, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,2/07/2019,19,2610, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,3/07/2019,20,2611, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,3/07/2019,20,2612, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,4/07/2019,21,2613, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,4/07/2019,21,2614, S.1, R.1,1,4.25
3SD,OP,AF,Cool,20,3SD20,4/07/2019,21,2615, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,4/07/2019,21,2616, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,5/07/2019,22,2617, S.0, R.1,1,0.1
3SD,OP,AF,Cool,20,3SD20,5/07/2019,22,2618, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,5/07/2019,22,2619, S.1, R.1,1,2.766666667
3SD,OP,AF,Cool,20,3SD20,5/07/2019,22,2620, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,5/07/2019,22,2621, S.1, R.2,2,0
3SD,OP,AF,Cool,20,3SD20,6/07/2019,23,2622, S.0, R.1,1,0.1
3SD,OP,AF,Cool,20,3SD20,6/07/2019,23,2623, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,6/07/2019,23,2624, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,6/07/2019,23,2625, S.0, R.1,1,0.016666667
3SD,OP,AF,Cool,20,3SD20,7/07/2019,24,2626, S.1, R.1,1,0
3SD,OP,AF,Cool,20,3SD20,8/07/2019,25,2627,1,1,1,0.733333333
3SD,OP,AF,Cool,20,3SD20,10/07/2019,27,2628, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,20,3SD20,13/07/2019,30,2629, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,20,3SD20,1/08/2019,49,2630, S.1, R.1,1,0.05
3SD,OP,AF,Cool,20,3SD20,8/08/2019,56,2631, S.1, R.1,1,3.016666667
3SD,OP,AF,Cool,20,3SD20,9/08/2019,57,2632, S.2, R.2,2,1.3
3SD,OP,AF,Cool,20,3SD20,9/08/2019,57,2633, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,20,3SD20,22/08/2019,70,2634, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,20,3SD20,23/08/2019,71,2635, S.1, R.2,2,0.25
3SD,OP,AF,Cool,20,3SD20,23/08/2019,71,2636, S.0, R.1,1,1.466666667
3SD,OP,AF,Cool,20,3SD20,26/08/2019,74,2637, S.0, R.1,1,0.15
3SD,OP,AF,Cool,20,3SD20,29/08/2019,77,2638, S.1, R.3,8,2
3SD,OP,AF,Cool,20,3SD20,12/09/2019,91,2639, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2640,1,2,2,0
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2641,1,2,2,0
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2642, S.1, R.1,2,4.583333333
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2643,1,2,2,0
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2644,2,2,2,0.016666667
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2645,1,1,2,7.983333333
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2646, S.1, R.1,1,0
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2647,0,1,1,0.083333333
4SD,OP,AF,Warm,1,4SD1,25/09/2019,1,2648,0,1,1,0.133333333
4SD,OP,AF,Warm,1,4SD1,26/09/2019,2,2649, S.1, R.1,2,9.683333333
4SD,OP,AF,Warm,1,4SD1,27/09/2019,3,2650, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,28/09/2019,4,2651, S.1, R.1,1,0.016666667
4SD,OP,AF,Warm,1,4SD1,29/09/2019,5,2652, S.0, R.1,1,0.1
4SD,OP,AF,Warm,1,4SD1,29/09/2019,5,2653, S.1, R.1,1,0.1
4SD,OP,AF,Warm,1,4SD1,30/09/2019,6,2654, S.1, R.1,1,0.05
