Carcass Drop,Habitat,Flood,Season,Site,site_R,Date,Days since laid,Event,Number Scavenging,Number in Frame,Max Group Size Till Scavenging,Time_till_scav_value_mins
4SD,OP,AF,Warm,1,4SD1,1/10/2019,7,2655,1,1,1,0.05
4SD,OP,AF,Warm,1,4SD1,1/10/2019,7,2656, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,2/10/2019,8,2657, S.1, R.2,2,0.016666667
4SD,OP,AF,Warm,1,4SD1,2/10/2019,8,2658, S.1, R.1,1,0
4SD,OP,AF,Warm,1,4SD1,3/10/2019,9,2659, S.1, R.4,5,0.016666667
4SD,OP,AF,Warm,1,4SD1,3/10/2019,9,2660, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,4/10/2019,10,2661, S.1, R.2,2,16.83333333
4SD,OP,AF,Warm,1,4SD1,4/10/2019,10,2662, S.1, R.1,1,0
4SD,OP,AF,Warm,1,4SD1,4/10/2019,10,2663, S.1, R.2,2,0.016666667
4SD,OP,AF,Warm,1,4SD1,4/10/2019,10,2664, S.1, R.1,1,0
4SD,OP,AF,Warm,1,4SD1,4/10/2019,10,2665, S.1, R.1,2,0.033333333
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2666, S.1, R.2,2,0.65
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2667, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2668, S.1, R.1,1,0.016666667
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2669, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2670, S.1, R.2,2,0.016666667
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2671, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2672, S.1, R.1,1,0.05
4SD,OP,AF,Warm,1,4SD1,5/10/2019,11,2673, S.0, R.1,1,0.083333333
4SD,OP,AF,Warm,1,4SD1,6/10/2019,12,2674, S.0, R.1,1,0.1
4SD,OP,AF,Warm,1,4SD1,6/10/2019,12,2675, S.1, R.1,1,0.016666667
4SD,OP,AF,Warm,1,4SD1,6/10/2019,12,2676, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,1,4SD1,6/10/2019,12,2677, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,1,4SD1,6/10/2019,12,2678, S.0, R.2,2,0.1
4SD,OP,AF,Warm,1,4SD1,6/10/2019,12,2679, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,1,4SD1,7/10/2019,13,2680, S.2, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,7/10/2019,13,2681, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,7/10/2019,13,2682, S.1, R.1,1,0.083333333
4SD,OP,AF,Warm,1,4SD1,8/10/2019,14,2683, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,8/10/2019,14,2684, S.1, R.3,3,0.033333333
4SD,OP,AF,Warm,1,4SD1,9/10/2019,15,2685, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,9/10/2019,15,2686, S.1, R.2,2,7.733333333
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2687, S.1, R.1,1,0.466666667
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2688, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2689, S.1, R.2,2,3.95
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2690, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2691, S.1, R.1,1,0.05
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2692, S.1, R.2,2,0.066666667
4SD,OP,AF,Warm,1,4SD1,10/10/2019,16,2693, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2694, S.1, R.1,1,0
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2695, S.1, R.2,2,4.1
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2696, S.1, R.1,1,0.016666667
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2697, S.0, R.5,5,0.1
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2698, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2699, S.1, R.1,2,2.366666667
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2700, S.1, R.1,1,0.05
4SD,OP,AF,Warm,1,4SD1,11/10/2019,17,2701, S.1, R.1,1,0.016666667
4SD,OP,AF,Warm,1,4SD1,13/10/2019,19,2702, S.2, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,13/10/2019,19,2703, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,13/10/2019,19,2704, S.2, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,14/10/2019,20,2705, S.1, R.5,5,0
4SD,OP,AF,Warm,1,4SD1,16/10/2019,22,2706, S.0, R.2,2,0.1
4SD,OP,AF,Warm,1,4SD1,17/10/2019,23,2707, S.0, R.1,1,0.1
4SD,OP,AF,Warm,1,4SD1,18/10/2019,24,2708, S.2, R.2,2,0.016666667
4SD,OP,AF,Warm,1,4SD1,18/10/2019,24,2709, S.2, R.3,3,0
4SD,OP,AF,Warm,1,4SD1,19/10/2019,25,2710, S.1, R.1,2,0.05
4SD,OP,AF,Warm,1,4SD1,19/10/2019,25,2711, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,1,4SD1,19/10/2019,25,2712, S.1, R.1,1,0.083333333
4SD,OP,AF,Warm,1,4SD1,20/10/2019,26,2713, S.2, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,21/10/2019,27,2714, S.3, R.5,5,0
4SD,OP,AF,Warm,1,4SD1,29/10/2019,35,2715, S.1, R.1,1,0.05
4SD,OP,AF,Warm,1,4SD1,4/11/2019,41,2716, S.1, R.1,1,0.05
4SD,OP,AF,Warm,1,4SD1,5/11/2019,42,2717, S.1, R.2,2,0
4SD,OP,AF,Warm,1,4SD1,8/02/2020,137,2718, S.0, R.1,1,0.016666667
4SD,OP,AF,Warm,1,4SD1,20/03/2020,178,2719, S.1, R.1,1,0.116666667
4SD,OP,AF,Warm,1,4SD1,11/04/2020,200,2720, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2721, S.1, R.2,2,0.133333333
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2722,2,2,2,0.05
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2723, S.2, R.2,2,0.95
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2724, S.1, R.1,1,0.1
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2725,1,1,1,0.15
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2726,1,1,1,0.116666667
4SD,CL,AF,Warm,2,4SD2,25/09/2019,1,2727,1,1,1,3.3
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2728,1,1,1,7.633333333
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2729,1,1,1,0.1
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2730,1,1,1,0.066666667
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2731,1,2,2,0.083333333
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2732,0,1,1,6.266666667
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2733,1,1,1,0.05
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2734,1,1,1,0.05
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2735, S.1, R.1,1,5.783333333
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2736, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2737,1,1,1,0.2
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2738,1,1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,26/09/2019,2,2739, S.1, R.1,1,0.216666667
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2740, S.1, R.1,1,0.65
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2741, S.1, R.2,2,0.3
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2742, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2743,1,1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2744,1,2,2,0
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2745, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2746, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2747,1,1,1,0
4SD,CL,AF,Warm,2,4SD2,27/09/2019,3,2748, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,28/09/2019,4,2749, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,2,4SD2,28/09/2019,4,2750, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2751,1,1,1,0.166666667
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2752, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2753, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2754, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2755, S.0, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2756, S.1, R.1,1,8.55
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2757, S.0, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2758, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,1/10/2019,7,2759, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,3/10/2019,9,2760, S.1, R.1,1,0.566666667
4SD,CL,AF,Warm,2,4SD2,3/10/2019,9,2761, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,3/10/2019,9,2762, S.1, R.1,1,7.116666667
4SD,CL,AF,Warm,2,4SD2,3/10/2019,9,2763, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,3/10/2019,9,2764, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2765, S.1, R.2,2,0.1
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2766, S.1, R.1,1,0.116666667
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2767, S.1, R.2,2,1.1
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2768, S.1, R.1,1,0.1
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2769, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2770, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2771, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,4/10/2019,10,2772, S.0, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,5/10/2019,11,2773, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,2,4SD2,5/10/2019,11,2774, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,5/10/2019,11,2775, S.1, R.1,1,0.433333333
4SD,CL,AF,Warm,2,4SD2,6/10/2019,12,2776, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,6/10/2019,12,2777, S.1, R.2,2,6.25
4SD,CL,AF,Warm,2,4SD2,7/10/2019,13,2778, S.1, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,7/10/2019,13,2779, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,7/10/2019,13,2780, S.0, R.1,1,0.116666667
4SD,CL,AF,Warm,2,4SD2,7/10/2019,13,2781, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,7/10/2019,13,2782, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,7/10/2019,13,2783, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2784, S.1, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2785, S.1, R.1,1,0.05
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2786, S.2, R.2,2,2.466666667
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2787, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2788,2,2,2,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2789, S.0, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2790, S.2, R.2,2,0.016666667
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2791, S.2, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2792, S.1, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2793, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2794, S.1, R.1,2,0.083333333
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2795, S.1, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2796, S.2, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2797, S.2, R.3,3,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2798, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2799, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2800, S.1, R.3,3,0
4SD,CL,AF,Warm,2,4SD2,8/10/2019,14,2801, S.2, R.5,5,0.033333333
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2802, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2803, S.0, R.1,1,0.166666667
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2804, S.1, R.2,2,0.033333333
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2805, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2806, S.2, R.3,3,0
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2807, S.1, R.2,2,0.5
4SD,CL,AF,Warm,2,4SD2,9/10/2019,15,2808, S.2, R.2,2,0.05
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2809, S.1, R.1,1,0.15
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2810, S.1, R.2,2,0.466666667
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2811, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2812, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2813, S.1, R.1,1,0.133333333
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2814, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2815, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2816, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2817, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,10/10/2019,16,2818, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,11/10/2019,17,2819, S.1, R.1,1,0.516666667
4SD,CL,AF,Warm,2,4SD2,12/10/2019,18,2820, S.2, R.2,2,0.083333333
4SD,CL,AF,Warm,2,4SD2,13/10/2019,19,2821,1,1,1,0.05
4SD,CL,AF,Warm,2,4SD2,18/10/2019,24,2822, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,18/10/2019,24,2823, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,19/10/2019,25,2824, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,19/10/2019,25,2825, S.2, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,19/10/2019,25,2826, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,19/10/2019,25,2827, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,22/10/2019,28,2828, S.0, R.1,1,0.166666667
4SD,CL,AF,Warm,2,4SD2,5/11/2019,42,2829, S.2, R.4,4,0
4SD,CL,AF,Warm,2,4SD2,4/12/2019,71,2830, S.2, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,4/12/2019,71,2831, S.0, R.1,2,0.083333333
4SD,CL,AF,Warm,2,4SD2,15/12/2019,82,2832, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,2,4SD2,31/01/2020,129,2833, S.0, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,13/03/2020,171,2834, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,2,4SD2,25/03/2020,183,2835, S.0, R.1,1,0.116666667
4SD,CL,AF,Warm,2,4SD2,18/04/2020,207,2836, S.1, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,19/04/2020,208,2837, S.1, R.1,1,8.316666667
4SD,CL,AF,Warm,2,4SD2,19/04/2020,208,2838, S.1, R.1,1,0
4SD,CL,AF,Warm,2,4SD2,28/04/2020,217,2839, S.0, R.1,1,0.116666667
4SD,CL,AF,Warm,2,4SD2,28/04/2020,217,2840, S.1, R.2,2,0
4SD,CL,AF,Warm,2,4SD2,1/05/2020,220,2841, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,2,4SD2,1/05/2020,220,2842, S.0, R.1,1,0.133333333
4SD,CL,AF,Warm,2,4SD2,14/05/2020,233,2843, S.1, R.3,3,0.066666667
4SD,CL,AF,Warm,2,4SD2,14/05/2020,233,2844, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,15/05/2020,234,2845, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,2,4SD2,16/05/2020,235,2846, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,2,4SD2,4/06/2020,254,2847, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,3,4SD3,25/09/2019,1,2848,1,2,2,0.033333333
4SD,CL,AF,Warm,3,4SD3,25/09/2019,1,2849,1,1,1,0.116666667
4SD,CL,AF,Warm,3,4SD3,25/09/2019,1,2850,1,1,1,0.233333333
4SD,CL,AF,Warm,3,4SD3,25/09/2019,1,2851,0,1,1,0.05
4SD,CL,AF,Warm,3,4SD3,25/09/2019,1,2852,1,2,2,0
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2853, S.2, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2854, S.0, R.1,1,0
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2855, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2856,0,1,1,0.133333333
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2857,1,1,1,1.733333333
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2858,1,2,2,0
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2859,1,2,2,0
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2860,1,1,1,0
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2861, S.1, R.1,1,7.766666667
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2862, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2863, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,26/09/2019,2,2864, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,27/09/2019,3,2865, S.1, R.2,2,0.1
4SD,CL,AF,Warm,3,4SD3,27/09/2019,3,2866, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2867, S.2, R.4,4,0
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2868, S.1, R.1,1,0.6
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2869, S.1, R.1,1,0.1
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2870, S.2, R.3,3,0.066666667
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2871, S.1, R.1,1,0.133333333
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2872, S.2, R.5,5,0
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2873, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2874, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2875, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2876, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2877, S.0, R.1,1,0
4SD,CL,AF,Warm,3,4SD3,28/09/2019,4,2878, S.1, R.1,1,0.116666667
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2879, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2880, S.1, R.1,1,0
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2881, S.1, R.1,1,5.333333333
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2882, S.1, R.1,1,0
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2883, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2884, S.2, R.2,2,0.066666667
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2885, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2886, S.1, R.2,3,7.25
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2887, S.2, R.2,2,0.016666667
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2888, S.0,R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2889, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2890, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2891, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2892, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,29/09/2019,5,2893, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2894, S.0, R.1,1,0.133333333
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2895, S.1, R.5,5,0
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2896, S.5, R.8,8,0
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2897, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2898, S.1, R.2,2,0.116666667
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2899, S.1, R.1,1,0.133333333
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2900, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2901, S.1, R.1,1,0.033333333
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2902, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,3,4SD3,30/09/2019,6,2903, S.1, R.4,4,0.066666667
4SD,CL,AF,Warm,3,4SD3,1/10/2019,7,2904, S.1, R.3,3,0.016666667
4SD,CL,AF,Warm,3,4SD3,1/10/2019,7,2905, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2906, S.2, R.3,3,0.033333333
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2907, S.2, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2908, S.0, R.1,1,0.116666667
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2909, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2910, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2911, S.1,R.1,1,1.483333333
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2912, S.1,R.1,1,0
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2913, S.1, R.1,1,0.1
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2914,0,1,1,0
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2915, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2916, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2917, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,2/10/2019,8,2918, S.1, R.2,3,0.083333333
4SD,CL,AF,Warm,3,4SD3,5/10/2019,11,2919, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,3,4SD3,5/10/2019,11,2920, S.1, R.1,1,0.383333333
4SD,CL,AF,Warm,3,4SD3,5/10/2019,11,2921, S.1, R.2,2,0.05
4SD,CL,AF,Warm,3,4SD3,5/10/2019,11,2922, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,6/10/2019,12,2923, S.1, R.1,1,0.4
4SD,CL,AF,Warm,3,4SD3,6/10/2019,12,2924, S.1, R.1,1,0
4SD,CL,AF,Warm,3,4SD3,6/10/2019,12,2925, S.1, R.1,1,0.1
4SD,CL,AF,Warm,3,4SD3,6/10/2019,12,2926, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2927, S.0, R.2,2,0.1
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2928, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2929, S.1, R.2,2,0.033333333
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2930, S.1, R.1,1,0
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2931, S.1, R.1,1,0.1
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2932, S.1, R.1,1,0.266666667
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2933, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2934, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2935, S.1, R.1,1,0.383333333
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2936, S.1, R.2,2,0.05
4SD,CL,AF,Warm,3,4SD3,7/10/2019,13,2937, S.1, R.1,1,0.116666667
4SD,CL,AF,Warm,3,4SD3,8/10/2019,14,2938, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,8/10/2019,14,2939, S.1, R.1,1,0.066666667
4SD,CL,AF,Warm,3,4SD3,8/10/2019,14,2940, S.1, R.1,1,0.016666667
4SD,CL,AF,Warm,3,4SD3,8/10/2019,14,2941, S.1, R.1,1,0.05
4SD,CL,AF,Warm,3,4SD3,11/10/2019,17,2942, S.1, R.2,2,0
4SD,CL,AF,Warm,3,4SD3,11/10/2019,17,2943, S.1, R.1,1,0.216666667
4SD,CL,AF,Warm,3,4SD3,11/10/2019,17,2944, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,3,4SD3,11/10/2019,17,2945, S.1, R.1,1,0.533333333
4SD,CL,AF,Warm,3,4SD3,12/10/2019,18,2946, S.1, R.2,2,0.016666667
4SD,CL,AF,Warm,3,4SD3,12/10/2019,18,2947, S.1, R.1,1,0.083333333
4SD,CL,AF,Warm,3,4SD3,12/10/2019,18,2948, S.0, R.1,1,0.1
4SD,CL,AF,Warm,3,4SD3,28/10/2019,34,2949, S.1, R.1,1,0.116666667
