Carcass Drop,Site,Site_R,Flood,Season,Habitat,Date,Days since laid,group_size,visit_time,visit_time_rounded,visit_time_mins,visit_time_hours
3SD,8,3SD8,After Flood,Winter,Open,15/06/2019,2,3,15.98333333,16,16,0.266666667
3SD,8,3SD8,After Flood,Winter,Open,16/06/2019,3,2,1.95,2,2,0.033333333
3SD,8,3SD8,After Flood,Winter,Open,16/06/2019,3,2,4.133333333,4,4,0.066666667
3SD,8,3SD8,After Flood,Winter,Open,17/06/2019,4,2,1.85,2,2,0.033333333
3SD,8,3SD8,After Flood,Winter,Open,19/06/2019,6,2,0.9,1,1,0.016666667
3SD,8,3SD8,After Flood,Winter,Open,20/06/2019,7,2,8.916666667,9,9,0.15
3SD,8,3SD8,After Flood,Winter,Open,21/06/2019,8,2,3.133333333,3,3,0.05
3SD,8,3SD8,After Flood,Winter,Open,22/06/2019,9,2,10.43333333,10,10,0.166666667
3SD,8,3SD8,After Flood,Winter,Open,23/06/2019,10,2,1.033333333,1,1,0.016666667
3SD,8,3SD8,After Flood,Winter,Open,23/06/2019,10,3,12.66666667,13,13,0.216666667
3SD,8,3SD8,After Flood,Winter,Open,24/06/2019,11,2,1.45,1,1,0.016666667
3SD,8,3SD8,After Flood,Winter,Open,24/06/2019,11,6,10.81666667,11,11,0.183333333
3SD,8,3SD8,After Flood,Winter,Open,24/06/2019,11,10,13.5,14,14,0.233333333
3SD,8,3SD8,After Flood,Winter,Open,25/06/2019,12,2,4.75,5,5,0.083333333
3SD,8,3SD8,After Flood,Winter,Open,25/06/2019,12,2,5.016666667,5,5,0.083333333
3SD,8,3SD8,After Flood,Winter,Open,26/06/2019,13,2,8.733333333,9,9,0.15
3SD,8,3SD8,After Flood,Winter,Open,27/06/2019,14,2,7.1,7,7,0.116666667
3SD,8,3SD8,After Flood,Winter,Open,29/06/2019,16,1,9.833333333,10,10,0.166666667
3SD,8,3SD8,After Flood,Winter,Open,30/06/2019,17,2,2.783333333,3,3,0.05
3SD,8,3SD8,After Flood,Winter,Open,1/07/2019,18,1,7.033333333,7,7,0.116666667
3SD,8,3SD8,After Flood,Winter,Open,2/07/2019,19,2,1.533333333,2,2,0.033333333
3SD,8,3SD8,After Flood,Winter,Open,2/07/2019,19,2,3.066666667,3,3,0.05
3SD,8,3SD8,After Flood,Winter,Open,3/07/2019,20,1,1.583333333,2,2,0.033333333
3SD,8,3SD8,After Flood,Winter,Open,3/07/2019,20,1,5.9,6,6,0.1
3SD,8,3SD8,After Flood,Winter,Open,3/07/2019,20,1,19.01666667,19,19,0.316666667
3SD,8,3SD8,After Flood,Winter,Open,4/07/2019,21,1,7.783333333,8,8,0.133333333
3SD,8,3SD8,After Flood,Winter,Open,4/07/2019,21,2,9.216666667,9,9,0.15
3SD,8,3SD8,After Flood,Winter,Open,4/07/2019,21,2,18.35,18,18,0.3
3SD,8,3SD8,After Flood,Winter,Open,5/07/2019,22,2,2.366666667,2,2,0.033333333
3SD,8,3SD8,After Flood,Winter,Open,5/07/2019,22,2,4.433333333,4,4,0.066666667
3SD,8,3SD8,After Flood,Winter,Open,5/07/2019,22,2,10.73333333,11,11,0.183333333
3SD,8,3SD8,After Flood,Winter,Open,5/07/2019,22,2,13.73333333,14,14,0.233333333
3SD,8,3SD8,After Flood,Winter,Open,6/07/2019,23,1,1.15,1,1,0.016666667
3SD,8,3SD8,After Flood,Winter,Open,6/07/2019,23,2,2.366666667,2,2,0.033333333
3SD,8,3SD8,After Flood,Winter,Open,6/07/2019,23,2,5.05,5,5,0.083333333
3SD,8,3SD8,After Flood,Winter,Open,6/07/2019,23,2,7.983333333,8,8,0.133333333
3SD,8,3SD8,After Flood,Winter,Open,6/07/2019,23,2,14.95,15,15,0.25
3SD,8,3SD8,After Flood,Winter,Open,7/07/2019,24,5,5.766666667,6,6,0.1
3SD,8,3SD8,After Flood,Winter,Open,7/07/2019,24,2,7.583333333,8,8,0.133333333
3SD,8,3SD8,After Flood,Winter,Open,7/07/2019,24,5,16.63333333,17,17,0.283333333
3SD,9,3SD9,After Flood,Winter,Closed,14/06/2019,1,2,3.366666667,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,14/06/2019,1,2,14.65,15,15,0.25
3SD,9,3SD9,After Flood,Winter,Closed,15/06/2019,2,2,0.633333333,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,15/06/2019,2,2,11.86666667,12,12,0.2
3SD,9,3SD9,After Flood,Winter,Closed,15/06/2019,2,2,14.36666667,14,14,0.233333333
3SD,9,3SD9,After Flood,Winter,Closed,16/06/2019,3,2,1.716666667,2,2,0.033333333
3SD,9,3SD9,After Flood,Winter,Closed,17/06/2019,4,2,0.883333333,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,17/06/2019,4,2,1.983333333,2,2,0.033333333
3SD,9,3SD9,After Flood,Winter,Closed,17/06/2019,4,2,11.21666667,11,11,0.183333333
3SD,9,3SD9,After Flood,Winter,Closed,17/06/2019,4,2,22.05,22,22,0.366666667
3SD,9,3SD9,After Flood,Winter,Closed,17/06/2019,4,2,34.71666667,35,35,0.583333333
3SD,9,3SD9,After Flood,Winter,Closed,18/06/2019,5,1,3.55,4,4,0.066666667
3SD,9,3SD9,After Flood,Winter,Closed,18/06/2019,5,1,3.916666667,4,4,0.066666667
3SD,9,3SD9,After Flood,Winter,Closed,18/06/2019,5,3,24.83333333,25,25,0.416666667
3SD,9,3SD9,After Flood,Winter,Closed,19/06/2019,6,1,1.35,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,19/06/2019,6,2,2.7,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,19/06/2019,6,2,3.283333333,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,19/06/2019,6,2,6.55,7,7,0.116666667
3SD,9,3SD9,After Flood,Winter,Closed,19/06/2019,6,2,7.066666667,7,7,0.116666667
3SD,9,3SD9,After Flood,Winter,Closed,20/06/2019,7,2,4.016666667,4,4,0.066666667
3SD,9,3SD9,After Flood,Winter,Closed,20/06/2019,7,2,6.85,7,7,0.116666667
3SD,9,3SD9,After Flood,Winter,Closed,21/06/2019,8,1,0.85,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,21/06/2019,8,1,2.683333333,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,21/06/2019,8,2,3.8,4,4,0.066666667
3SD,9,3SD9,After Flood,Winter,Closed,21/06/2019,8,1,4.983333333,5,5,0.083333333
3SD,9,3SD9,After Flood,Winter,Closed,21/06/2019,8,3,10.85,11,11,0.183333333
3SD,9,3SD9,After Flood,Winter,Closed,21/06/2019,8,2,19.53333333,20,20,0.333333333
3SD,9,3SD9,After Flood,Winter,Closed,22/06/2019,9,1,1.233333333,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,22/06/2019,9,2,4.133333333,4,4,0.066666667
3SD,9,3SD9,After Flood,Winter,Closed,23/06/2019,10,3,3.4,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,23/06/2019,10,2,5.433333333,5,5,0.083333333
3SD,9,3SD9,After Flood,Winter,Closed,23/06/2019,10,4,5.75,6,6,0.1
3SD,9,3SD9,After Flood,Winter,Closed,23/06/2019,10,2,9.2,9,9,0.15
3SD,9,3SD9,After Flood,Winter,Closed,23/06/2019,10,2,17.71666667,18,18,0.3
3SD,9,3SD9,After Flood,Winter,Closed,23/06/2019,10,2,24.03333333,24,24,0.4
3SD,9,3SD9,After Flood,Winter,Closed,24/06/2019,11,2,2.083333333,2,2,0.033333333
3SD,9,3SD9,After Flood,Winter,Closed,24/06/2019,11,2,2.766666667,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,24/06/2019,11,4,6.616666667,7,7,0.116666667
3SD,9,3SD9,After Flood,Winter,Closed,24/06/2019,11,1,6.85,7,7,0.116666667
3SD,9,3SD9,After Flood,Winter,Closed,24/06/2019,11,2,9.883333333,10,10,0.166666667
3SD,9,3SD9,After Flood,Winter,Closed,25/06/2019,12,1,6.366666667,6,6,0.1
3SD,9,3SD9,After Flood,Winter,Closed,25/06/2019,12,2,11.86666667,12,12,0.2
3SD,9,3SD9,After Flood,Winter,Closed,25/06/2019,12,2,17.21666667,17,17,0.283333333
3SD,9,3SD9,After Flood,Winter,Closed,26/06/2019,13,2,2.75,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,26/06/2019,13,2,5.016666667,5,5,0.083333333
3SD,9,3SD9,After Flood,Winter,Closed,27/06/2019,14,1,0.583333333,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,27/06/2019,14,1,0.966666667,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,29/06/2019,16,1,2.516666667,3,3,0.05
3SD,9,3SD9,After Flood,Winter,Closed,29/06/2019,16,1,5.116666667,5,5,0.083333333
3SD,9,3SD9,After Flood,Winter,Closed,1/07/2019,18,2,3.516666667,4,4,0.066666667
3SD,9,3SD9,After Flood,Winter,Closed,1/07/2019,18,2,11.11666667,11,11,0.183333333
3SD,9,3SD9,After Flood,Winter,Closed,1/07/2019,18,2,13.85,14,14,0.233333333
3SD,9,3SD9,After Flood,Winter,Closed,1/07/2019,18,1,20.7,21,21,0.35
3SD,9,3SD9,After Flood,Winter,Closed,2/07/2019,19,1,0.933333333,1,1,0.016666667
3SD,9,3SD9,After Flood,Winter,Closed,3/07/2019,20,1,6.716666667,7,7,0.116666667
3SD,9,3SD9,After Flood,Winter,Closed,7/07/2019,24,2,1.233333333,1,1,0.016666667
3SD,10,3SD10,After Flood,Winter,Closed,16/06/2019,3,1,18.26666667,18,18,0.3
3SD,10,3SD10,After Flood,Winter,Closed,17/06/2019,4,2,3.816666667,4,4,0.066666667
3SD,10,3SD10,After Flood,Winter,Closed,17/06/2019,4,2,3.883333333,4,4,0.066666667
3SD,10,3SD10,After Flood,Winter,Closed,20/06/2019,7,1,7.85,8,8,0.133333333
3SD,10,3SD10,After Flood,Winter,Closed,21/06/2019,8,2,2.75,3,3,0.05
3SD,10,3SD10,After Flood,Winter,Closed,21/06/2019,8,2,18.96666667,19,19,0.316666667
3SD,10,3SD10,After Flood,Winter,Closed,22/06/2019,9,2,2.016666667,2,2,0.033333333
3SD,10,3SD10,After Flood,Winter,Closed,22/06/2019,9,8,7.816666667,8,8,0.133333333
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,7,1.666666667,2,2,0.033333333
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,4,3.616666667,4,4,0.066666667
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,1,3.666666667,4,4,0.066666667
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,6,18.45,18,18,0.3
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,5,19.25,19,19,0.316666667
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,9,21.38333333,21,21,0.35
3SD,10,3SD10,After Flood,Winter,Closed,23/06/2019,10,6,32.51666667,33,33,0.55
3SD,10,3SD10,After Flood,Winter,Closed,24/06/2019,11,3,5.7,6,6,0.1
3SD,10,3SD10,After Flood,Winter,Closed,24/06/2019,11,3,16.88333333,17,17,0.283333333
3SD,10,3SD10,After Flood,Winter,Closed,25/06/2019,12,2,6.066666667,6,6,0.1
3SD,10,3SD10,After Flood,Winter,Closed,25/06/2019,12,2,9.733333333,10,10,0.166666667
3SD,10,3SD10,After Flood,Winter,Closed,25/06/2019,12,5,10.31666667,10,10,0.166666667
3SD,10,3SD10,After Flood,Winter,Closed,25/06/2019,12,4,21.95,22,22,0.366666667
3SD,10,3SD10,After Flood,Winter,Closed,26/06/2019,13,2,6.8,7,7,0.116666667
3SD,10,3SD10,After Flood,Winter,Closed,26/06/2019,13,2,7.683333333,8,8,0.133333333
3SD,10,3SD10,After Flood,Winter,Closed,2/07/2019,19,3,8.716666667,9,9,0.15
3SD,10,3SD10,After Flood,Winter,Closed,5/07/2019,22,3,1.133333333,1,1,0.016666667
3SD,10,3SD10,After Flood,Winter,Closed,8/07/2019,25,2,5.983333333,6,6,0.1
3SD,10,3SD10,After Flood,Winter,Closed,9/07/2019,26,4,6.2,6,6,0.1
3SD,10,3SD10,After Flood,Winter,Closed,9/07/2019,26,4,25.61666667,26,26,0.433333333
3SD,10,3SD10,After Flood,Winter,Closed,10/07/2019,27,2,4.233333333,4,4,0.066666667
3SD,10,3SD10,After Flood,Winter,Closed,10/07/2019,27,2,14.53333333,15,15,0.25
3SD,10,3SD10,After Flood,Winter,Closed,10/07/2019,27,2,16.26666667,16,16,0.266666667
3SD,10,3SD10,After Flood,Winter,Closed,11/07/2019,28,2,8.466666667,8,8,0.133333333
3SD,10,3SD10,After Flood,Winter,Closed,12/07/2019,29,1,1.316666667,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,14/06/2019,1,1,31.11666667,31,31,0.516666667
3SD,11,3SD11,After Flood,Winter,Open,15/06/2019,2,1,0.6,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,15/06/2019,2,1,2.55,3,3,0.05
3SD,11,3SD11,After Flood,Winter,Open,15/06/2019,2,2,5.65,6,6,0.1
3SD,11,3SD11,After Flood,Winter,Open,15/06/2019,2,1,14.78333333,15,15,0.25
3SD,11,3SD11,After Flood,Winter,Open,16/06/2019,3,1,0.7,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,16/06/2019,3,1,0.733333333,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,16/06/2019,3,1,0.85,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,16/06/2019,3,1,1.266666667,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,17/06/2019,4,1,3.866666667,4,4,0.066666667
3SD,11,3SD11,After Flood,Winter,Open,17/06/2019,4,5,28.1,28,28,0.466666667
3SD,11,3SD11,After Flood,Winter,Open,18/06/2019,5,1,1.533333333,2,2,0.033333333
3SD,11,3SD11,After Flood,Winter,Open,18/06/2019,5,1,3.933333333,4,4,0.066666667
3SD,11,3SD11,After Flood,Winter,Open,19/06/2019,6,2,0.616666667,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,19/06/2019,6,2,7.733333333,8,8,0.133333333
3SD,11,3SD11,After Flood,Winter,Open,19/06/2019,6,2,20.75,21,21,0.35
3SD,11,3SD11,After Flood,Winter,Open,19/06/2019,6,3,21.66666667,22,22,0.366666667
3SD,11,3SD11,After Flood,Winter,Open,21/06/2019,8,1,0.566666667,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,21/06/2019,8,1,8.633333333,9,9,0.15
3SD,11,3SD11,After Flood,Winter,Open,21/06/2019,8,3,36.08333333,36,36,0.6
3SD,11,3SD11,After Flood,Winter,Open,23/06/2019,10,2,5.45,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,23/06/2019,10,2,6.7,7,7,0.116666667
3SD,11,3SD11,After Flood,Winter,Open,24/06/2019,11,1,1.933333333,2,2,0.033333333
3SD,11,3SD11,After Flood,Winter,Open,24/06/2019,11,2,4.45,4,4,0.066666667
3SD,11,3SD11,After Flood,Winter,Open,24/06/2019,11,2,10,10,10,0.166666667
3SD,11,3SD11,After Flood,Winter,Open,26/06/2019,13,1,5.366666667,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,26/06/2019,13,3,16.43333333,16,16,0.266666667
3SD,11,3SD11,After Flood,Winter,Open,27/06/2019,14,2,3.516666667,4,4,0.066666667
3SD,11,3SD11,After Flood,Winter,Open,28/06/2019,15,1,6.816666667,7,7,0.116666667
3SD,11,3SD11,After Flood,Winter,Open,29/06/2019,16,2,2.783333333,3,3,0.05
3SD,11,3SD11,After Flood,Winter,Open,29/06/2019,16,1,9.616666667,10,10,0.166666667
3SD,11,3SD11,After Flood,Winter,Open,29/06/2019,16,1,11.06666667,11,11,0.183333333
3SD,11,3SD11,After Flood,Winter,Open,30/06/2019,17,4,3.766666667,4,4,0.066666667
3SD,11,3SD11,After Flood,Winter,Open,30/06/2019,17,1,5.35,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,30/06/2019,17,2,15.65,16,16,0.266666667
3SD,11,3SD11,After Flood,Winter,Open,30/06/2019,17,10,16.31666667,16,16,0.266666667
3SD,11,3SD11,After Flood,Winter,Open,1/07/2019,18,1,4.85,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,1/07/2019,18,1,5.6,6,6,0.1
3SD,11,3SD11,After Flood,Winter,Open,1/07/2019,18,1,40.01666667,40,40,0.666666667
3SD,11,3SD11,After Flood,Winter,Open,2/07/2019,19,2,0.766666667,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,2/07/2019,19,1,4.716666667,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,2/07/2019,19,2,8.316666667,8,8,0.133333333
3SD,11,3SD11,After Flood,Winter,Open,2/07/2019,19,2,12.11666667,12,12,0.2
3SD,11,3SD11,After Flood,Winter,Open,2/07/2019,19,3,28.45,28,28,0.466666667
3SD,11,3SD11,After Flood,Winter,Open,2/07/2019,19,2,31.45,31,31,0.516666667
3SD,11,3SD11,After Flood,Winter,Open,3/07/2019,20,1,1.033333333,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,3/07/2019,20,2,4.75,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,3/07/2019,20,1,5.433333333,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,3/07/2019,20,2,13.48333333,13,13,0.216666667
3SD,11,3SD11,After Flood,Winter,Open,3/07/2019,20,3,15.75,16,16,0.266666667
3SD,11,3SD11,After Flood,Winter,Open,3/07/2019,20,6,38,38,38,0.633333333
3SD,11,3SD11,After Flood,Winter,Open,4/07/2019,21,2,3.283333333,3,3,0.05
3SD,11,3SD11,After Flood,Winter,Open,4/07/2019,21,1,4.516666667,5,5,0.083333333
3SD,11,3SD11,After Flood,Winter,Open,4/07/2019,21,2,5.5,6,6,0.1
3SD,11,3SD11,After Flood,Winter,Open,4/07/2019,21,1,9.316666667,9,9,0.15
3SD,11,3SD11,After Flood,Winter,Open,4/07/2019,21,4,11,11,11,0.183333333
3SD,11,3SD11,After Flood,Winter,Open,5/07/2019,22,4,0.833333333,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,5/07/2019,22,2,1.666666667,2,2,0.033333333
3SD,11,3SD11,After Flood,Winter,Open,5/07/2019,22,1,2.95,3,3,0.05
3SD,11,3SD11,After Flood,Winter,Open,5/07/2019,22,1,6.65,7,7,0.116666667
3SD,11,3SD11,After Flood,Winter,Open,5/07/2019,22,4,17.68333333,18,18,0.3
3SD,11,3SD11,After Flood,Winter,Open,6/07/2019,23,2,1.933333333,2,2,0.033333333
3SD,11,3SD11,After Flood,Winter,Open,9/07/2019,26,2,1.583333333,2,2,0.033333333
3SD,11,3SD11,After Flood,Winter,Open,10/07/2019,27,1,1.116666667,1,1,0.016666667
3SD,11,3SD11,After Flood,Winter,Open,10/07/2019,27,1,3.45,3,3,0.05
3SD,11,3SD11,After Flood,Winter,Open,11/07/2019,28,2,3.25,3,3,0.05
3SD,12,3SD12,After Flood,Winter,Closed,15/06/2019,2,1,8.533333333,9,9,0.15
3SD,12,3SD12,After Flood,Winter,Closed,16/06/2019,3,1,1.783333333,2,2,0.033333333
3SD,12,3SD12,After Flood,Winter,Closed,16/06/2019,3,1,4.216666667,4,4,0.066666667
3SD,12,3SD12,After Flood,Winter,Closed,16/06/2019,3,1,8.6,9,9,0.15
3SD,12,3SD12,After Flood,Winter,Closed,16/06/2019,3,2,8.75,9,9,0.15
3SD,12,3SD12,After Flood,Winter,Closed,16/06/2019,3,1,13.13333333,13,13,0.216666667
3SD,12,3SD12,After Flood,Winter,Closed,17/06/2019,4,1,3.133333333,3,3,0.05
3SD,12,3SD12,After Flood,Winter,Closed,17/06/2019,4,1,4.016666667,4,4,0.066666667
3SD,12,3SD12,After Flood,Winter,Closed,17/06/2019,4,3,37.26666667,37,37,0.616666667
3SD,12,3SD12,After Flood,Winter,Closed,18/06/2019,5,1,0.5,1,1,0.016666667
3SD,12,3SD12,After Flood,Winter,Closed,18/06/2019,5,1,0.516666667,1,1,0.016666667
3SD,12,3SD12,After Flood,Winter,Closed,23/06/2019,10,2,1.816666667,2,2,0.033333333
3SD,12,3SD12,After Flood,Winter,Closed,25/06/2019,12,2,10.03333333,10,10,0.166666667
3SD,12,3SD12,After Flood,Winter,Closed,26/06/2019,13,2,3.666666667,4,4,0.066666667
3SD,12,3SD12,After Flood,Winter,Closed,26/06/2019,13,2,4.566666667,5,5,0.083333333
3SD,12,3SD12,After Flood,Winter,Closed,27/06/2019,14,2,8.95,9,9,0.15
3SD,12,3SD12,After Flood,Winter,Closed,27/06/2019,14,2,14.35,14,14,0.233333333
3SD,12,3SD12,After Flood,Winter,Closed,28/06/2019,15,1,7.866666667,8,8,0.133333333
3SD,12,3SD12,After Flood,Winter,Closed,28/06/2019,15,2,8.266666667,8,8,0.133333333
3SD,12,3SD12,After Flood,Winter,Closed,5/07/2019,22,1,1.283333333,1,1,0.016666667
3SD,12,3SD12,After Flood,Winter,Closed,6/07/2019,23,1,1.016666667,1,1,0.016666667
3SD,12,3SD12,After Flood,Winter,Closed,10/07/2019,27,2,7.783333333,8,8,0.133333333
3SD,12,3SD12,After Flood,Winter,Closed,10/07/2019,27,2,7.966666667,8,8,0.133333333
3SD,12,3SD12,After Flood,Winter,Closed,10/07/2019,27,2,57.41666667,57,57,0.95
3SD,12,3SD12,After Flood,Winter,Closed,11/07/2019,28,2,9.916666667,10,10,0.166666667
3SD,13,3SD13,After Flood,Winter,Open,14/06/2019,1,1,4.066666667,4,4,0.066666667
3SD,13,3SD13,After Flood,Winter,Open,14/06/2019,1,6,8.35,8,8,0.133333333
3SD,13,3SD13,After Flood,Winter,Open,15/06/2019,2,1,5.483333333,5,5,0.083333333
3SD,13,3SD13,After Flood,Winter,Open,15/06/2019,2,2,7.533333333,8,8,0.133333333
3SD,13,3SD13,After Flood,Winter,Open,16/06/2019,3,3,36.5,37,37,0.616666667
3SD,13,3SD13,After Flood,Winter,Open,17/06/2019,4,2,5.216666667,5,5,0.083333333
3SD,13,3SD13,After Flood,Winter,Open,17/06/2019,4,2,7.016666667,7,7,0.116666667
3SD,13,3SD13,After Flood,Winter,Open,17/06/2019,4,1,17.83333333,18,18,0.3
3SD,13,3SD13,After Flood,Winter,Open,18/06/2019,5,1,4.25,4,4,0.066666667
3SD,13,3SD13,After Flood,Winter,Open,19/06/2019,6,1,2.05,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,20/06/2019,7,2,1.466666667,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,20/06/2019,7,1,2,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,22/06/2019,9,2,6.616666667,7,7,0.116666667
3SD,13,3SD13,After Flood,Winter,Open,23/06/2019,10,1,13.53333333,14,14,0.233333333
3SD,13,3SD13,After Flood,Winter,Open,24/06/2019,11,1,1.5,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,24/06/2019,11,1,1.6,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,24/06/2019,11,1,1.666666667,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,24/06/2019,11,1,9.883333333,10,10,0.166666667
3SD,13,3SD13,After Flood,Winter,Open,25/06/2019,12,1,1.283333333,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,25/06/2019,12,1,1.566666667,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,25/06/2019,12,1,2.983333333,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,26/06/2019,13,2,9.383333333,9,9,0.15
3SD,13,3SD13,After Flood,Winter,Open,28/06/2019,15,1,4.933333333,5,5,0.083333333
3SD,13,3SD13,After Flood,Winter,Open,28/06/2019,15,1,4.966666667,5,5,0.083333333
3SD,13,3SD13,After Flood,Winter,Open,28/06/2019,15,1,6.366666667,6,6,0.1
3SD,13,3SD13,After Flood,Winter,Open,29/06/2019,16,1,1.333333333,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,29/06/2019,16,1,5.533333333,6,6,0.1
3SD,13,3SD13,After Flood,Winter,Open,30/06/2019,17,2,6.516666667,7,7,0.116666667
3SD,13,3SD13,After Flood,Winter,Open,30/06/2019,17,1,6.616666667,7,7,0.116666667
3SD,13,3SD13,After Flood,Winter,Open,30/06/2019,17,1,10.45,10,10,0.166666667
3SD,13,3SD13,After Flood,Winter,Open,30/06/2019,17,2,17.93333333,18,18,0.3
3SD,13,3SD13,After Flood,Winter,Open,30/06/2019,17,9,28.31666667,28,28,0.466666667
3SD,13,3SD13,After Flood,Winter,Open,1/07/2019,18,1,3,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,1/07/2019,18,2,5.55,6,6,0.1
3SD,13,3SD13,After Flood,Winter,Open,1/07/2019,18,1,9,9,9,0.15
3SD,13,3SD13,After Flood,Winter,Open,2/07/2019,19,1,0.766666667,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,2/07/2019,19,2,1.85,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,2/07/2019,19,1,1.95,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,2/07/2019,19,1,2.933333333,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,2/07/2019,19,1,4.566666667,5,5,0.083333333
3SD,13,3SD13,After Flood,Winter,Open,3/07/2019,20,1,5.833333333,6,6,0.1
3SD,13,3SD13,After Flood,Winter,Open,3/07/2019,20,1,6.683333333,7,7,0.116666667
3SD,13,3SD13,After Flood,Winter,Open,4/07/2019,21,1,3.4,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,5/07/2019,22,1,0.833333333,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,5/07/2019,22,2,3.466666667,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,5/07/2019,22,2,4.216666667,4,4,0.066666667
3SD,13,3SD13,After Flood,Winter,Open,5/07/2019,22,2,8.35,8,8,0.133333333
3SD,13,3SD13,After Flood,Winter,Open,5/07/2019,22,2,10.75,11,11,0.183333333
3SD,13,3SD13,After Flood,Winter,Open,6/07/2019,23,1,1.466666667,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,6/07/2019,23,1,11.88333333,12,12,0.2
3SD,13,3SD13,After Flood,Winter,Open,6/07/2019,23,1,12.81666667,13,13,0.216666667
3SD,13,3SD13,After Flood,Winter,Open,7/07/2019,24,1,1.616666667,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,7/07/2019,24,1,2.966666667,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,7/07/2019,24,1,8.316666667,8,8,0.133333333
3SD,13,3SD13,After Flood,Winter,Open,7/07/2019,24,1,12.55,13,13,0.216666667
3SD,13,3SD13,After Flood,Winter,Open,8/07/2019,25,1,1.95,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,8/07/2019,25,1,7.05,7,7,0.116666667
3SD,13,3SD13,After Flood,Winter,Open,8/07/2019,25,2,8.5,9,9,0.15
3SD,13,3SD13,After Flood,Winter,Open,8/07/2019,25,1,14.45,14,14,0.233333333
3SD,13,3SD13,After Flood,Winter,Open,9/07/2019,26,1,0.65,1,1,0.016666667
3SD,13,3SD13,After Flood,Winter,Open,9/07/2019,26,1,2.166666667,2,2,0.033333333
3SD,13,3SD13,After Flood,Winter,Open,9/07/2019,26,1,2.783333333,3,3,0.05
3SD,13,3SD13,After Flood,Winter,Open,9/07/2019,26,1,4.316666667,4,4,0.066666667
