Carcass Drop,Site,Site_R,Flood,Season,Habitat,Date,Days since laid,group_size,visit_time,visit_time_rounded,visit_time_mins,visit_time_hours
1SD,15,1SD15,Before Flood,Winter,Closed,21/06/2018,1,2,67.86666667,68,68,1.133333333
1SD,15,1SD15,Before Flood,Winter,Closed,22/06/2018,2,2,3.016666667,3,3,0.05
1SD,15,1SD15,Before Flood,Winter,Closed,22/06/2018,2,2,3.033333333,3,3,0.05
1SD,15,1SD15,Before Flood,Winter,Closed,22/06/2018,2,1,3.316666667,3,3,0.05
1SD,15,1SD15,Before Flood,Winter,Closed,22/06/2018,2,2,13.6,14,14,0.233333333
1SD,15,1SD15,Before Flood,Winter,Closed,22/06/2018,2,12,13.63333333,14,14,0.233333333
1SD,15,1SD15,Before Flood,Winter,Closed,22/06/2018,2,2,14.98333333,15,15,0.25
1SD,15,1SD15,Before Flood,Winter,Closed,25/06/2018,5,3,9.766666667,10,10,0.166666667
1SD,15,1SD15,Before Flood,Winter,Closed,25/06/2018,5,8,10.43333333,10,10,0.166666667
1SD,15,1SD15,Before Flood,Winter,Closed,26/06/2018,6,2,3.316666667,3,3,0.05
1SD,15,1SD15,Before Flood,Winter,Closed,28/06/2018,8,2,46.15,46,46,0.766666667
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,2,0.783333333,1,1,0.016666667
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,1,0.9,1,1,0.016666667
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,7,4.316666667,4,4,0.066666667
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,2,6.333333333,6,6,0.1
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,6,9.933333333,10,10,0.166666667
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,5,12.33333333,12,12,0.2
1SD,15,1SD15,Before Flood,Winter,Closed,1/07/2018,11,2,13.08333333,13,13,0.216666667
1SD,15,1SD15,Before Flood,Winter,Closed,2/07/2018,12,2,1.266666667,1,1,0.016666667
1SD,15,1SD15,Before Flood,Winter,Closed,2/07/2018,12,2,5.5,6,6,0.1
1SD,15,1SD15,Before Flood,Winter,Closed,2/07/2018,12,1,8.516666667,9,9,0.15
1SD,15,1SD15,Before Flood,Winter,Closed,2/07/2018,12,2,21.41666667,21,21,0.35
1SD,15,1SD15,Before Flood,Winter,Closed,2/07/2018,12,2,27.83333333,28,28,0.466666667
1SD,15,1SD15,Before Flood,Winter,Closed,2/07/2018,12,9,73.48333333,73,73,1.216666667
1SD,15,1SD15,Before Flood,Winter,Closed,3/07/2018,13,2,1.35,1,1,0.016666667
1SD,15,1SD15,Before Flood,Winter,Closed,3/07/2018,13,2,11.15,11,11,0.183333333
1SD,15,1SD15,Before Flood,Winter,Closed,3/07/2018,13,1,12.05,12,12,0.2
1SD,15,1SD15,Before Flood,Winter,Closed,3/07/2018,13,2,16.13333333,16,16,0.266666667
1SD,15,1SD15,Before Flood,Winter,Closed,3/07/2018,13,3,57.35,57,57,0.95
1SD,15,1SD15,Before Flood,Winter,Closed,4/07/2018,14,2,2.666666667,3,3,0.05
1SD,15,1SD15,Before Flood,Winter,Closed,4/07/2018,14,6,53.03333333,53,53,0.883333333
1SD,15,1SD15,Before Flood,Winter,Closed,5/07/2018,15,2,7.85,8,8,0.133333333
1SD,15,1SD15,Before Flood,Winter,Closed,5/07/2018,15,2,8.2,8,8,0.133333333
1SD,15,1SD15,Before Flood,Winter,Closed,5/07/2018,15,2,9.8,10,10,0.166666667
1SD,15,1SD15,Before Flood,Winter,Closed,5/07/2018,15,2,22.85,23,23,0.383333333
1SD,15,1SD15,Before Flood,Winter,Closed,7/07/2018,17,2,6,6,6,0.1
1SD,15,1SD15,Before Flood,Winter,Closed,7/07/2018,17,2,10.6,11,11,0.183333333
1SD,15,1SD15,Before Flood,Winter,Closed,8/07/2018,18,2,13.06666667,13,13,0.216666667
1SD,15,1SD15,Before Flood,Winter,Closed,8/07/2018,18,2,13.33333333,13,13,0.216666667
1SD,15,1SD15,Before Flood,Winter,Closed,13/07/2018,23,2,1.766666667,2,2,0.033333333
1SD,15,1SD15,Before Flood,Winter,Closed,13/07/2018,23,2,16.43333333,16,16,0.266666667
1SD,15,1SD15,Before Flood,Winter,Closed,13/07/2018,23,2,23.28333333,23,23,0.383333333
1SD,15,1SD15,Before Flood,Winter,Closed,15/07/2018,25,2,7.6,8,8,0.133333333
1SD,15,1SD15,Before Flood,Winter,Closed,15/07/2018,25,2,18.95,19,19,0.316666667
1SD,15,1SD15,Before Flood,Winter,Closed,16/07/2018,26,2,0.95,1,1,0.016666667
1SD,15,1SD15,Before Flood,Winter,Closed,16/07/2018,26,2,2.6,3,3,0.05
1SD,15,1SD15,Before Flood,Winter,Closed,16/07/2018,26,1,4.066666667,4,4,0.066666667
1SD,15,1SD15,Before Flood,Winter,Closed,16/07/2018,26,2,12.1,12,12,0.2
1SD,15,1SD15,Before Flood,Winter,Closed,16/07/2018,26,2,23.68333333,24,24,0.4
1SD,15,1SD15,Before Flood,Winter,Closed,19/07/2018,29,2,16.78333333,17,17,0.283333333
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,3,11.13333333,11,11,0.183333333
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,2,11.68333333,12,12,0.2
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,7,16.23333333,16,16,0.266666667
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,3,19.13333333,19,19,0.316666667
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,7,23.15,23,23,0.383333333
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,4,33.85,34,34,0.566666667
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,4,61.95,62,62,1.033333333
1SD,16,1SD16,Before Flood,Winter,Closed,23/06/2018,3,3,103.7,104,104,1.733333333
1SD,16,1SD16,Before Flood,Winter,Closed,24/06/2018,4,1,0.65,1,1,0.016666667
1SD,16,1SD16,Before Flood,Winter,Closed,24/06/2018,4,7,15.33333333,15,15,0.25
1SD,16,1SD16,Before Flood,Winter,Closed,24/06/2018,4,7,33.9,34,34,0.566666667
1SD,16,1SD16,Before Flood,Winter,Closed,24/06/2018,4,5,166.85,167,167,2.783333333
1SD,16,1SD16,Before Flood,Winter,Closed,24/06/2018,4,7,324.2,324,324,5.4
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,5,4.766666667,5,5,0.083333333
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,6,12.6,13,13,0.216666667
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,7,22.01666667,22,22,0.366666667
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,8,26.26666667,26,26,0.433333333
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,5,27.13333333,27,27,0.45
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,8,46.76666667,47,47,0.783333333
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,8,53.51666667,54,54,0.9
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,7,96.81666667,97,97,1.616666667
1SD,16,1SD16,Before Flood,Winter,Closed,25/06/2018,5,8,119.4833333,119,119,1.983333333
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,2,0.516666667,1,1,0.016666667
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,4,2.683333333,3,3,0.05
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,4,3.85,4,4,0.066666667
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,3,10.76666667,11,11,0.183333333
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,4,11.7,12,12,0.2
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,2,12.35,12,12,0.2
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,1,14.91666667,15,15,0.25
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,8,30.85,31,31,0.516666667
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,6,41.65,42,42,0.7
1SD,16,1SD16,Before Flood,Winter,Closed,26/06/2018,6,6,138.2833333,138,138,2.3
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,2,0.916666667,1,1,0.016666667
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,2,2.05,2,2,0.033333333
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,2,2.583333333,3,3,0.05
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,2,9.016666667,9,9,0.15
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,4,14.38333333,14,14,0.233333333
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,2,20.28333333,20,20,0.333333333
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,4,24.71666667,25,25,0.416666667
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,5,51.5,52,52,0.866666667
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,5,74.43333333,74,74,1.233333333
1SD,16,1SD16,Before Flood,Winter,Closed,27/06/2018,7,3,85.2,85,85,1.416666667
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,2,2.516666667,3,3,0.05
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,2,4.566666667,5,5,0.083333333
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,1,5.516666667,6,6,0.1
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,1,7,7,7,0.116666667
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,2,7.25,7,7,0.116666667
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,1,11.68333333,12,12,0.2
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,2,13.43333333,13,13,0.216666667
1SD,16,1SD16,Before Flood,Winter,Closed,28/06/2018,8,2,15.03333333,15,15,0.25
1SD,16,1SD16,Before Flood,Winter,Closed,29/06/2018,9,2,4.166666667,4,4,0.066666667
1SD,16,1SD16,Before Flood,Winter,Closed,29/06/2018,9,2,11.7,12,12,0.2
1SD,16,1SD16,Before Flood,Winter,Closed,1/07/2018,11,2,2.583333333,3,3,0.05
1SD,16,1SD16,Before Flood,Winter,Closed,1/07/2018,11,2,13.28333333,13,13,0.216666667
1SD,16,1SD16,Before Flood,Winter,Closed,3/07/2018,13,1,4.05,4,4,0.066666667
1SD,16,1SD16,Before Flood,Winter,Closed,3/07/2018,13,2,10.76666667,11,11,0.183333333
1SD,16,1SD16,Before Flood,Winter,Closed,3/07/2018,13,2,42.35,42,42,0.7
1SD,16,1SD16,Before Flood,Winter,Closed,8/07/2018,18,2,16.23333333,16,16,0.266666667
1SD,16,1SD16,Before Flood,Winter,Closed,9/07/2018,19,2,4.216666667,4,4,0.066666667
1SD,16,1SD16,Before Flood,Winter,Closed,9/07/2018,19,2,9.55,10,10,0.166666667
1SD,16,1SD16,Before Flood,Winter,Closed,9/07/2018,19,7,17.7,18,18,0.3
1SD,17,1SD17,Before Flood,Winter,Open,21/06/2018,1,1,0.766666667,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,21/06/2018,1,1,0.766666667,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,21/06/2018,1,2,1.016666667,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,21/06/2018,1,3,1.116666667,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,21/06/2018,1,3,37.51666667,38,38,0.633333333
1SD,17,1SD17,Before Flood,Winter,Open,22/06/2018,2,2,4.483333333,4,4,0.066666667
1SD,17,1SD17,Before Flood,Winter,Open,22/06/2018,2,3,4.633333333,5,5,0.083333333
1SD,17,1SD17,Before Flood,Winter,Open,22/06/2018,2,2,22.66666667,23,23,0.383333333
1SD,17,1SD17,Before Flood,Winter,Open,22/06/2018,2,2,25.65,26,26,0.433333333
1SD,17,1SD17,Before Flood,Winter,Open,22/06/2018,2,4,42.05,42,42,0.7
1SD,17,1SD17,Before Flood,Winter,Open,22/06/2018,2,2,42.21666667,42,42,0.7
1SD,17,1SD17,Before Flood,Winter,Open,23/06/2018,3,2,7.933333333,8,8,0.133333333
1SD,17,1SD17,Before Flood,Winter,Open,23/06/2018,3,1,12.73333333,13,13,0.216666667
1SD,17,1SD17,Before Flood,Winter,Open,23/06/2018,3,3,15.86666667,16,16,0.266666667
1SD,17,1SD17,Before Flood,Winter,Open,24/06/2018,4,8,20.16666667,20,20,0.333333333
1SD,17,1SD17,Before Flood,Winter,Open,24/06/2018,4,6,22.5,23,23,0.383333333
1SD,17,1SD17,Before Flood,Winter,Open,24/06/2018,4,13,145.2166667,145,145,2.416666667
1SD,17,1SD17,Before Flood,Winter,Open,24/06/2018,4,12,165.95,166,166,2.766666667
1SD,17,1SD17,Before Flood,Winter,Open,24/06/2018,4,6,177.35,177,177,2.95
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,2,6.4,6,6,0.1
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,3,9.966666667,10,10,0.166666667
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,9,12.4,12,12,0.2
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,6,13.31666667,13,13,0.216666667
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,3,17.4,17,17,0.283333333
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,5,24.23333333,24,24,0.4
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,11,28.08333333,28,28,0.466666667
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,10,29.28333333,29,29,0.483333333
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,4,42.76666667,43,43,0.716666667
1SD,17,1SD17,Before Flood,Winter,Open,25/06/2018,5,5,43.2,43,43,0.716666667
1SD,17,1SD17,Before Flood,Winter,Open,26/06/2018,6,5,1.8,2,2,0.033333333
1SD,17,1SD17,Before Flood,Winter,Open,26/06/2018,6,2,17.83333333,18,18,0.3
1SD,17,1SD17,Before Flood,Winter,Open,26/06/2018,6,8,38.35,38,38,0.633333333
1SD,17,1SD17,Before Flood,Winter,Open,27/06/2018,7,4,0.716666667,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,27/06/2018,7,2,3.866666667,4,4,0.066666667
1SD,17,1SD17,Before Flood,Winter,Open,27/06/2018,7,1,4.133333333,4,4,0.066666667
1SD,17,1SD17,Before Flood,Winter,Open,27/06/2018,7,2,8.983333333,9,9,0.15
1SD,17,1SD17,Before Flood,Winter,Open,27/06/2018,7,6,19.65,20,20,0.333333333
1SD,17,1SD17,Before Flood,Winter,Open,28/06/2018,8,1,1.3,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,28/06/2018,8,3,5.066666667,5,5,0.083333333
1SD,17,1SD17,Before Flood,Winter,Open,28/06/2018,8,4,14.33333333,14,14,0.233333333
1SD,17,1SD17,Before Flood,Winter,Open,28/06/2018,8,7,30.15,30,30,0.5
1SD,17,1SD17,Before Flood,Winter,Open,29/06/2018,9,7,14.45,14,14,0.233333333
1SD,17,1SD17,Before Flood,Winter,Open,30/06/2018,10,17,7.133333333,7,7,0.116666667
1SD,17,1SD17,Before Flood,Winter,Open,30/06/2018,10,17,10.4,10,10,0.166666667
1SD,17,1SD17,Before Flood,Winter,Open,30/06/2018,10,8,12.76666667,13,13,0.216666667
1SD,17,1SD17,Before Flood,Winter,Open,6/07/2018,16,12,2.766666667,3,3,0.05
1SD,17,1SD17,Before Flood,Winter,Open,8/07/2018,18,3,6.65,7,7,0.116666667
1SD,17,1SD17,Before Flood,Winter,Open,10/07/2018,20,4,8.233333333,8,8,0.133333333
1SD,17,1SD17,Before Flood,Winter,Open,12/07/2018,22,1,1.766666667,2,2,0.033333333
1SD,17,1SD17,Before Flood,Winter,Open,20/07/2018,30,2,0.6,1,1,0.016666667
1SD,17,1SD17,Before Flood,Winter,Open,20/07/2018,30,2,2.05,2,2,0.033333333
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,1,5.45,5,5,0.083333333
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,2,7.933333333,8,8,0.133333333
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,2,8.966666667,9,9,0.15
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,4,9.566666667,10,10,0.166666667
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,2,11.9,12,12,0.2
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,10,22.91666667,23,23,0.383333333
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,8,64.56666667,65,65,1.083333333
1SD,18,1SD18,Before Flood,Winter,Closed,21/06/2018,1,11,81.73333333,82,82,1.366666667
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,2,1.45,1,1,0.016666667
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,1,4.666666667,5,5,0.083333333
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,6,5.116666667,5,5,0.083333333
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,2,13.38333333,13,13,0.216666667
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,5,39.6,40,40,0.666666667
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,11,43,43,43,0.716666667
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,15,94.43333333,94,94,1.566666667
1SD,18,1SD18,Before Flood,Winter,Closed,22/06/2018,2,18,261.55,262,262,4.366666667
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,5,0.883333333,1,1,0.016666667
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,1,3.466666667,3,3,0.05
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,7,33.95,34,34,0.566666667
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,9,41.25,41,41,0.683333333
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,5,48.91666667,49,49,0.816666667
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,15,74.95,75,75,1.25
1SD,18,1SD18,Before Flood,Winter,Closed,23/06/2018,3,12,230.4,230,230,3.833333333
1SD,18,1SD18,Before Flood,Winter,Closed,24/06/2018,4,2,2.25,2,2,0.033333333
1SD,18,1SD18,Before Flood,Winter,Closed,24/06/2018,4,2,4.316666667,4,4,0.066666667
1SD,18,1SD18,Before Flood,Winter,Closed,24/06/2018,4,6,34.5,35,35,0.583333333
1SD,18,1SD18,Before Flood,Winter,Closed,24/06/2018,4,5,56.83333333,57,57,0.95
1SD,18,1SD18,Before Flood,Winter,Closed,25/06/2018,5,2,13.28333333,13,13,0.216666667
1SD,18,1SD18,Before Flood,Winter,Closed,26/06/2018,6,1,0.533333333,1,1,0.016666667
1SD,18,1SD18,Before Flood,Winter,Closed,28/06/2018,8,1,3.666666667,4,4,0.066666667
1SD,18,1SD18,Before Flood,Winter,Closed,28/06/2018,8,2,10.15,10,10,0.166666667
1SD,18,1SD18,Before Flood,Winter,Closed,4/07/2018,14,2,0.583333333,1,1,0.016666667
1SD,18,1SD18,Before Flood,Winter,Closed,12/07/2018,22,3,1.933333333,2,2,0.033333333
1SD,18,1SD18,Before Flood,Winter,Closed,13/07/2018,23,2,6.683333333,7,7,0.116666667
1SD,18,1SD18,Before Flood,Winter,Closed,15/07/2018,25,1,3.533333333,4,4,0.066666667
1SD,18,1SD18,Before Flood,Winter,Closed,15/07/2018,25,2,11.6,12,12,0.2
1SD,18,1SD18,Before Flood,Winter,Closed,17/07/2018,27,4,1.833333333,2,2,0.033333333
1SD,18,1SD18,Before Flood,Winter,Closed,17/07/2018,27,2,4.233333333,4,4,0.066666667
1SD,18,1SD18,Before Flood,Winter,Closed,17/07/2018,27,2,33.75,34,34,0.566666667
1SD,18,1SD18,Before Flood,Winter,Closed,18/07/2018,28,1,2.283333333,2,2,0.033333333
1SD,18,1SD18,Before Flood,Winter,Closed,18/07/2018,28,2,18.63333333,19,19,0.316666667
1SD,18,1SD18,Before Flood,Winter,Closed,18/07/2018,28,2,20.23333333,20,20,0.333333333
1SD,18,1SD18,Before Flood,Winter,Closed,19/07/2018,29,2,4.383333333,4,4,0.066666667
1SD,18,1SD18,Before Flood,Winter,Closed,19/07/2018,29,3,34.95,35,35,0.583333333
1SD,19,1SD19,Before Flood,Winter,Closed,22/06/2018,1,2,2.466666667,2,2,0.033333333
1SD,19,1SD19,Before Flood,Winter,Closed,22/06/2018,1,2,4.35,4,4,0.066666667
1SD,19,1SD19,Before Flood,Winter,Closed,22/06/2018,1,2,15.25,15,15,0.25
1SD,19,1SD19,Before Flood,Winter,Closed,22/06/2018,1,3,22.43333333,22,22,0.366666667
1SD,19,1SD19,Before Flood,Winter,Closed,8/07/2018,17,1,4.316666667,4,4,0.066666667
1SD,19,1SD19,Before Flood,Winter,Closed,8/07/2018,17,2,5.15,5,5,0.083333333
1SD,19,1SD19,Before Flood,Winter,Closed,8/07/2018,17,2,6.566666667,7,7,0.116666667
1SD,19,1SD19,Before Flood,Winter,Closed,9/07/2018,18,2,12.85,13,13,0.216666667
1SD,19,1SD19,Before Flood,Winter,Closed,10/07/2018,19,4,4.65,5,5,0.083333333
1SD,19,1SD19,Before Flood,Winter,Closed,10/07/2018,19,3,5.05,5,5,0.083333333
1SD,19,1SD19,Before Flood,Winter,Closed,13/07/2018,22,2,9.083333333,9,9,0.15
1SD,19,1SD19,Before Flood,Winter,Closed,13/07/2018,22,2,9.15,9,9,0.15
1SD,19,1SD19,Before Flood,Winter,Closed,16/07/2018,25,2,27.13333333,27,27,0.45
1SD,19,1SD19,Before Flood,Winter,Closed,17/07/2018,26,2,1.066666667,1,1,0.016666667
1SD,19,1SD19,Before Flood,Winter,Closed,19/07/2018,28,1,0.933333333,1,1,0.016666667
1SD,19,1SD19,Before Flood,Winter,Closed,19/07/2018,28,2,3.416666667,3,3,0.05
1SD,19,1SD19,Before Flood,Winter,Closed,19/07/2018,28,2,5.183333333,5,5,0.083333333
1SD,19,1SD19,Before Flood,Winter,Closed,20/07/2018,29,1,1.133333333,1,1,0.016666667
1SD,19,1SD19,Before Flood,Winter,Closed,20/07/2018,29,2,3.7,4,4,0.066666667
1SD,19,1SD19,Before Flood,Winter,Closed,20/07/2018,29,2,9.4,9,9,0.15
1SD,20,1SD20,Before Flood,Winter,Closed,21/06/2018,0,2,1.416666667,1,1,0.016666667
1SD,20,1SD20,Before Flood,Winter,Closed,21/06/2018,0,1,2.85,3,3,0.05
1SD,20,1SD20,Before Flood,Winter,Closed,21/06/2018,0,2,7.533333333,8,8,0.133333333
1SD,20,1SD20,Before Flood,Winter,Closed,21/06/2018,0,1,8.783333333,9,9,0.15
1SD,20,1SD20,Before Flood,Winter,Closed,21/06/2018,0,2,10.11666667,10,10,0.166666667
1SD,20,1SD20,Before Flood,Winter,Closed,21/06/2018,0,2,10.55,11,11,0.183333333
1SD,20,1SD20,Before Flood,Winter,Closed,22/06/2018,1,2,1.166666667,1,1,0.016666667
1SD,20,1SD20,Before Flood,Winter,Closed,22/06/2018,1,2,5.483333333,5,5,0.083333333
1SD,20,1SD20,Before Flood,Winter,Closed,25/06/2018,4,1,0.75,1,1,0.016666667
1SD,20,1SD20,Before Flood,Winter,Closed,25/06/2018,4,1,2.583333333,3,3,0.05
1SD,20,1SD20,Before Flood,Winter,Closed,25/06/2018,4,2,7.3,7,7,0.116666667
1SD,20,1SD20,Before Flood,Winter,Closed,26/06/2018,5,2,3.05,3,3,0.05
1SD,20,1SD20,Before Flood,Winter,Closed,26/06/2018,5,2,8.216666667,8,8,0.133333333
1SD,20,1SD20,Before Flood,Winter,Closed,26/06/2018,5,3,10.55,11,11,0.183333333
1SD,20,1SD20,Before Flood,Winter,Closed,26/06/2018,5,2,11.75,12,12,0.2
1SD,20,1SD20,Before Flood,Winter,Closed,26/06/2018,5,5,19.28333333,19,19,0.316666667
1SD,20,1SD20,Before Flood,Winter,Closed,27/06/2018,6,2,2.183333333,2,2,0.033333333
1SD,20,1SD20,Before Flood,Winter,Closed,27/06/2018,6,2,3.25,3,3,0.05
1SD,20,1SD20,Before Flood,Winter,Closed,28/06/2018,7,2,1.833333333,2,2,0.033333333
1SD,20,1SD20,Before Flood,Winter,Closed,1/07/2018,10,2,1.566666667,2,2,0.033333333
1SD,20,1SD20,Before Flood,Winter,Closed,17/07/2018,26,2,2.15,2,2,0.033333333
1SD,20,1SD20,Before Flood,Winter,Closed,17/07/2018,26,1,9.716666667,10,10,0.166666667
1SD,20,1SD20,Before Flood,Winter,Closed,18/07/2018,27,3,5.966666667,6,6,0.1
2SD,1,2SD1,Before Flood,Spring,Closed,13/10/2018,3,2,1.116666667,1,1,0.016666667
2SD,1,2SD1,Before Flood,Spring,Closed,24/10/2018,14,2,12.51666667,13,13,0.216666667
2SD,2,2SD2,Before Flood,Spring,Open,10/10/2018,0,2,20.83333333,21,21,0.35
2SD,2,2SD2,Before Flood,Spring,Open,11/10/2018,1,2,2.066666667,2,2,0.033333333
2SD,2,2SD2,Before Flood,Spring,Open,11/10/2018,1,2,2.4,2,2,0.033333333
2SD,2,2SD2,Before Flood,Spring,Open,11/10/2018,1,1,3.516666667,4,4,0.066666667
2SD,2,2SD2,Before Flood,Spring,Open,11/10/2018,1,2,4.883333333,5,5,0.083333333
2SD,2,2SD2,Before Flood,Spring,Open,11/10/2018,1,2,11.28333333,11,11,0.183333333
2SD,2,2SD2,Before Flood,Spring,Open,12/10/2018,2,2,1.216666667,1,1,0.016666667
2SD,2,2SD2,Before Flood,Spring,Open,12/10/2018,2,2,4.116666667,4,4,0.066666667
2SD,2,2SD2,Before Flood,Spring,Open,12/10/2018,2,2,22.23333333,22,22,0.366666667
2SD,2,2SD2,Before Flood,Spring,Open,13/10/2018,3,2,1.033333333,1,1,0.016666667
2SD,2,2SD2,Before Flood,Spring,Open,13/10/2018,3,2,9.533333333,10,10,0.166666667
2SD,2,2SD2,Before Flood,Spring,Open,13/10/2018,3,2,15.83333333,16,16,0.266666667
2SD,2,2SD2,Before Flood,Spring,Open,14/10/2018,4,2,3,3,3,0.05
2SD,2,2SD2,Before Flood,Spring,Open,17/10/2018,7,2,5.833333333,6,6,0.1
2SD,3,2SD3,Before Flood,Spring,Open,11/10/2018,1,2,4.05,4,4,0.066666667
2SD,3,2SD3,Before Flood,Spring,Open,12/10/2018,2,1,2.816666667,3,3,0.05
2SD,3,2SD3,Before Flood,Spring,Open,12/10/2018,2,2,4.25,4,4,0.066666667
2SD,3,2SD3,Before Flood,Spring,Open,12/10/2018,2,2,4.433333333,4,4,0.066666667
2SD,3,2SD3,Before Flood,Spring,Open,12/10/2018,2,6,5.85,6,6,0.1
2SD,3,2SD3,Before Flood,Spring,Open,12/10/2018,2,2,7.616666667,8,8,0.133333333
2SD,3,2SD3,Before Flood,Spring,Open,12/10/2018,2,3,21.86666667,22,22,0.366666667
2SD,3,2SD3,Before Flood,Spring,Open,13/10/2018,3,4,1.416666667,1,1,0.016666667
2SD,3,2SD3,Before Flood,Spring,Open,13/10/2018,3,7,5.366666667,5,5,0.083333333
2SD,3,2SD3,Before Flood,Spring,Open,13/10/2018,3,3,16.18333333,16,16,0.266666667
2SD,3,2SD3,Before Flood,Spring,Open,16/10/2018,6,2,0.983333333,1,1,0.016666667
